ocel_id;ocel_type
check_abnormalitytr20;Check Empty Truck Weight Abnormality
check_abnormalitytr44;Check Empty Truck Weight Abnormality
trs_entrytr4;Enter the port
assign_trs_Pcp1;Assign Truck
check_abnormalitytr32;Check Empty Truck Weight Abnormality
eval_trs_exittr11_Pcp3;Evaluate the Truck Exit
assign_trs_Pcp10;Assign Truck
trs_entrytr41;Enter the port
trs_entrytr45;Enter the port
determine_continuanceSilo11;Determine the Continuance of the Pickup
fail_weightr22;Fail to Weigh
weigh_empty_trucktr45;Weigh the Empty Truck
trs_entrytr7;Enter the port
weigh_empty_trucktr41;Weigh the Empty Truck
check_abnormalitytr45;Check Empty Truck Weight Abnormality
fail_weightr33;Fail to Weigh
assign_trs_Pcp1;Assign Truck
print_w_tickettr36;Print the Weighing Ticket
input_tally_sheettr36;Input the Tally Sheet
load_trucktr17;Load Truck
trs_entrytr50;Enter the port
eval_trs_exittr36_Pcp6;Evaluate the Truck Exit
check_abnormalitytr41;Check Empty Truck Weight Abnormality
weigh_empty_trucktr7;Weigh the Empty Truck
fail_weightr45;Fail to Weigh
weigh_empty_trucktr50;Weigh the Empty Truck
assign_trs_Pcp2;Assign Truck
check_abnormalitytr7;Check Empty Truck Weight Abnormality
weigh_empty_trucktr4;Weigh the Empty Truck
check_abnormalitytr50;Check Empty Truck Weight Abnormality
trs_entrytr37;Enter the port
fail_weightr20;Fail to Weigh
trs_entrytr43;Enter the port
weigh_loaded_trucktr24;Weigh the Loaded Truck
fail_weightr44;Fail to Weigh
trs_entrytr31;Enter the port
weigh_empty_trucktr31;Weigh the Empty Truck
assign_trs_Pcp10;Assign Truck
trs_entrytr49;Enter the port
check_abnormalitytr31;Check Empty Truck Weight Abnormality
weigh_empty_trucktr49;Weigh the Empty Truck
fail_weightr41;Fail to Weigh
arrive_at_Silo19;Arrive at the Silo
check_abnormalitytr4;Check Empty Truck Weight Abnormality
assign_trs_Pcp1;Assign Truck
trs_entrytr48;Enter the port
weigh_loaded_trucktr39;Weigh the Loaded Truck
weigh_empty_trucktr37;Weigh the Empty Truck
weigh_empty_trucktr43;Weigh the Empty Truck
check_abnormalitytr43;Check Empty Truck Weight Abnormality
check_abnormalitytr37;Check Empty Truck Weight Abnormality
check_abnormalitytr49;Check Empty Truck Weight Abnormality
assign_trs_Pcp7;Assign Truck
arrive_at_Silo19;Arrive at the Silo
assign_trs_Pcp1;Assign Truck
trs_entrytr19;Enter the port
determine_continuanceSilo19;Determine the Continuance of the Pickup
fail_weightr49;Fail to Weigh
determine_continuanceSilo19;Determine the Continuance of the Pickup
assign_trs_Pcp2;Assign Truck
weigh_empty_trucktr19;Weigh the Empty Truck
weigh_loaded_trucktr2;Weigh the Loaded Truck
arrive_at_Silo4;Arrive at the Silo
weigh_empty_trucktr48;Weigh the Empty Truck
trs_entrytr38;Enter the port
weigh_loaded_trucktr6;Weigh the Loaded Truck
print_w_tickettr24;Print the Weighing Ticket
input_tally_sheettr24;Input the Tally Sheet
arrive_at_Silo9;Arrive at the Silo
determine_continuanceSilo4;Determine the Continuance of the Pickup
load_trucktr7;Load Truck
weigh_empty_trucktr38;Weigh the Empty Truck
print_w_tickettr39;Print the Weighing Ticket
input_tally_sheettr39;Input the Tally Sheet
determine_continuanceSilo9;Determine the Continuance of the Pickup
load_trucktr31;Load Truck
trs_entrytr29;Enter the port
fail_weightr43;Fail to Weigh
fail_weightr37;Fail to Weigh
load_trucktr32;Load Truck
check_abnormalitytr38;Check Empty Truck Weight Abnormality
check_abnormalitytr19;Check Empty Truck Weight Abnormality
assign_trs_Pcp1;Assign Truck
check_abnormalitytr48;Check Empty Truck Weight Abnormality
trs_entrytr12;Enter the port
weigh_empty_trucktr12;Weigh the Empty Truck
eval_trs_exittr24_Pcp5;Evaluate the Truck Exit
assign_trs_Pcp2;Assign Truck
arrive_at_Silo9;Arrive at the Silo
trs_entrytr1;Enter the port
fail_weightr48;Fail to Weigh
load_trucktr50;Load Truck
print_w_tickettr6;Print the Weighing Ticket
input_tally_sheettr6;Input the Tally Sheet
determine_continuanceSilo9;Determine the Continuance of the Pickup
weigh_empty_trucktr1;Weigh the Empty Truck
load_trucktr4;Load Truck
eval_trs_exittr39_Pcp4;Evaluate the Truck Exit
trs_entrytr40;Enter the port
weigh_empty_trucktr29;Weigh the Empty Truck
weigh_empty_trucktr40;Weigh the Empty Truck
check_abnormalitytr29;Check Empty Truck Weight Abnormality
assign_trs_Pcp1;Assign Truck
trs_entrytr14;Enter the port
weigh_loaded_trucktr46;Weigh the Loaded Truck
assign_trs_Pcp7;Assign Truck
check_abnormalitytr12;Check Empty Truck Weight Abnormality
check_abnormalitytr40;Check Empty Truck Weight Abnormality
trs_entrytr8;Enter the port
weigh_empty_trucktr8;Weigh the Empty Truck
input_tally_sheettr46;Input the Tally Sheet
print_w_tickettr46;Print the Weighing Ticket
assign_trs_Pcp10;Assign Truck
weigh_empty_trucktr14;Weigh the Empty Truck
arrive_at_Silo3;Arrive at the Silo
arrive_at_Silo7;Arrive at the Silo
assign_trs_Pcp10;Assign Truck
check_abnormalitytr1;Check Empty Truck Weight Abnormality
assign_trs_Pcp8;Assign Truck
weigh_loaded_trucktr23;Weigh the Loaded Truck
eval_trs_exittr6_Pcp4;Evaluate the Truck Exit
assign_trs_Pcp1;Assign Truck
fail_weightr29;Fail to Weigh
trs_entrytr15;Enter the port
check_abnormalitytr8;Check Empty Truck Weight Abnormality
fail_weightr12;Fail to Weigh
input_tally_sheettr23;Input the Tally Sheet
print_w_tickettr23;Print the Weighing Ticket
input_tally_sheettr2;Input the Tally Sheet
print_w_tickettr2;Print the Weighing Ticket
eval_trs_exittr46_Pcp6;Evaluate the Truck Exit
weigh_empty_trucktr15;Weigh the Empty Truck
arrive_at_Silo3;Arrive at the Silo
weigh_loaded_trucktr10;Weigh the Loaded Truck
check_abnormalitytr14;Check Empty Truck Weight Abnormality
determine_continuanceSilo3;Determine the Continuance of the Pickup
determine_continuanceSilo7;Determine the Continuance of the Pickup
trs_entrytr27;Enter the port
fail_weightr1;Fail to Weigh
assign_trs_Pcp2;Assign Truck
load_trucktr19;Load Truck
load_trucktr38;Load Truck
determine_continuanceSilo3;Determine the Continuance of the Pickup
eval_trs_exittr2_Pcp5;Evaluate the Truck Exit
eval_trs_exittr23_Pcp10;Evaluate the Truck Exit
check_abnormalitytr15;Check Empty Truck Weight Abnormality
print_w_tickettr21;Print the Weighing Ticket
input_tally_sheettr21;Input the Tally Sheet
weigh_empty_trucktr27;Weigh the Empty Truck
load_trucktr40;Load Truck
assign_trs_Pcp5;Assign Truck
fail_weightr14;Fail to Weigh
trs_entrytr9;Enter the port
eval_trs_exittr21_Pcp10;Evaluate the Truck Exit
weigh_empty_trucktr9;Weigh the Empty Truck
assign_trs_Pcp10;Assign Truck
weigh_loaded_trucktr47;Weigh the Loaded Truck
check_abnormalitytr27;Check Empty Truck Weight Abnormality
check_abnormalitytr9;Check Empty Truck Weight Abnormality
fail_weightr8;Fail to Weigh
fail_weightr15;Fail to Weigh
weigh_loaded_trucktr17;Weigh the Loaded Truck
assign_trs_Pcp10;Assign Truck
trs_entrytr11;Enter the port
assign_trs_Pcp5;Assign Truck
assign_trs_Pcp8;Assign Truck
assign_trs_Pcp4;Assign Truck
weigh_loaded_trucktr5;Weigh the Loaded Truck
input_tally_sheettr17;Input the Tally Sheet
print_w_tickettr17;Print the Weighing Ticket
trs_entrytr42;Enter the port
assign_trs_Pcp8;Assign Truck
weigh_empty_trucktr42;Weigh the Empty Truck
print_w_tickettr47;Print the Weighing Ticket
input_tally_sheettr47;Input the Tally Sheet
trs_entrytr16;Enter the port
weigh_empty_trucktr16;Weigh the Empty Truck
fail_weightr9;Fail to Weigh
trs_entrytr25;Enter the port
eval_trs_exittr47_Pcp1;Evaluate the Truck Exit
check_abnormalitytr42;Check Empty Truck Weight Abnormality
weigh_empty_trucktr25;Weigh the Empty Truck
assign_trs_Pcp5;Assign Truck
check_abnormalitytr16;Check Empty Truck Weight Abnormality
trs_entrytr45;Enter the port
trs_entrytr22;Enter the port
trs_entrytr41;Enter the port
assign_trs_Pcp2;Assign Truck
weigh_empty_trucktr11;Weigh the Empty Truck
weigh_empty_trucktr22;Weigh the Empty Truck
weigh_empty_trucktr41;Weigh the Empty Truck
eval_trs_exittr17_Pcp2;Evaluate the Truck Exit
assign_trs_Pcp2;Assign Truck
arrive_at_Silo3;Arrive at the Silo
determine_continuanceSilo3;Determine the Continuance of the Pickup
fail_weightr16;Fail to Weigh
load_trucktr27;Load Truck
fail_weightr42;Fail to Weigh
check_abnormalitytr25;Check Empty Truck Weight Abnormality
assign_trs_Pcp5;Assign Truck
weigh_empty_trucktr45;Weigh the Empty Truck
trs_entrytr35;Enter the port
check_abnormalitytr11;Check Empty Truck Weight Abnormality
check_abnormalitytr22;Check Empty Truck Weight Abnormality
assign_trs_Pcp5;Assign Truck
print_w_tickettr5;Print the Weighing Ticket
input_tally_sheettr5;Input the Tally Sheet
check_abnormalitytr41;Check Empty Truck Weight Abnormality
assign_trs_Pcp7;Assign Truck
check_abnormalitytr45;Check Empty Truck Weight Abnormality
weigh_empty_trucktr35;Weigh the Empty Truck
weigh_loaded_trucktr7;Weigh the Loaded Truck
assign_trs_Pcp8;Assign Truck
trs_entrytr18;Enter the port
assign_trs_Pcp3;Assign Truck
trs_entrytr28;Enter the port
fail_weightr11;Fail to Weigh
fail_weightr25;Fail to Weigh
eval_trs_exittr5_Pcp2;Evaluate the Truck Exit
weigh_empty_trucktr28;Weigh the Empty Truck
arrive_at_Silo3;Arrive at the Silo
weigh_empty_trucktr18;Weigh the Empty Truck
determine_continuanceSilo3;Determine the Continuance of the Pickup
check_abnormalitytr28;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr26;Weigh the Loaded Truck
load_trucktr41;Load Truck
arrive_at_Silo3;Arrive at the Silo
check_abnormalitytr18;Check Empty Truck Weight Abnormality
trs_entrytr3;Enter the port
check_abnormalitytr35;Check Empty Truck Weight Abnormality
trs_entrytr37;Enter the port
assign_trs_Pcp1;Assign Truck
weigh_empty_trucktr37;Weigh the Empty Truck
trs_entrytr44;Enter the port
assign_trs_Pcp2;Assign Truck
fail_weightr35;Fail to Weigh
check_abnormalitytr37;Check Empty Truck Weight Abnormality
weigh_empty_trucktr44;Weigh the Empty Truck
check_abnormalitytr44;Check Empty Truck Weight Abnormality
arrive_at_Silo9;Arrive at the Silo
determine_continuanceSilo3;Determine the Continuance of the Pickup
determine_continuanceSilo9;Determine the Continuance of the Pickup
trs_entrytr34;Enter the port
load_trucktr22;Load Truck
fail_weightr18;Fail to Weigh
weigh_empty_trucktr3;Weigh the Empty Truck
fail_weightr28;Fail to Weigh
input_tally_sheettr7;Input the Tally Sheet
print_w_tickettr7;Print the Weighing Ticket
assign_trs_Pcp7;Assign Truck
assign_trs_Pcp5;Assign Truck
eval_trs_exittr7_Pcp5;Evaluate the Truck Exit
trs_entrytr2;Enter the port
assign_trs_Pcp4;Assign Truck
check_abnormalitytr3;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr19;Weigh the Loaded Truck
fail_weightr37;Fail to Weigh
assign_trs_Pcp8;Assign Truck
load_trucktr45;Load Truck
input_tally_sheettr26;Input the Tally Sheet
print_w_tickettr26;Print the Weighing Ticket
weigh_empty_trucktr34;Weigh the Empty Truck
trs_entrytr6;Enter the port
check_abnormalitytr34;Check Empty Truck Weight Abnormality
trs_entrytr13;Enter the port
weigh_empty_trucktr6;Weigh the Empty Truck
trs_entrytr33;Enter the port
weigh_empty_trucktr2;Weigh the Empty Truck
trs_entrytr12;Enter the port
trs_entrytr9;Enter the port
weigh_empty_trucktr13;Weigh the Empty Truck
arrive_at_Silo1;Arrive at the Silo
trs_entrytr48;Enter the port
print_w_tickettr19;Print the Weighing Ticket
input_tally_sheettr19;Input the Tally Sheet
print_w_tickettr10;Print the Weighing Ticket
input_tally_sheettr10;Input the Tally Sheet
eval_trs_exittr26_Pcp6;Evaluate the Truck Exit
fail_weightr34;Fail to Weigh
weigh_empty_trucktr33;Weigh the Empty Truck
weigh_empty_trucktr9;Weigh the Empty Truck
eval_trs_exittr19_Pcp4;Evaluate the Truck Exit
assign_trs_Pcp8;Assign Truck
assign_trs_Pcp2;Assign Truck
check_abnormalitytr13;Check Empty Truck Weight Abnormality
check_abnormalitytr2;Check Empty Truck Weight Abnormality
weigh_empty_trucktr12;Weigh the Empty Truck
check_abnormalitytr6;Check Empty Truck Weight Abnormality
weigh_empty_trucktr48;Weigh the Empty Truck
check_abnormalitytr12;Check Empty Truck Weight Abnormality
determine_continuanceSilo1;Determine the Continuance of the Pickup
eval_trs_exittr10_Pcp7;Evaluate the Truck Exit
check_abnormalitytr33;Check Empty Truck Weight Abnormality
trs_entrytr23;Enter the port
check_abnormalitytr9;Check Empty Truck Weight Abnormality
assign_trs_Pcp4;Assign Truck
fail_weightr13;Fail to Weigh
load_trucktr44;Load Truck
check_abnormalitytr48;Check Empty Truck Weight Abnormality
arrive_at_Silo7;Arrive at the Silo
determine_continuanceSilo7;Determine the Continuance of the Pickup
fail_weightr9;Fail to Weigh
fail_weightr12;Fail to Weigh
load_trucktr2;Load Truck
fail_weightr6;Fail to Weigh
assign_trs_Pcp2;Assign Truck
arrive_at_Silo14;Arrive at the Silo
fail_weightr33;Fail to Weigh
determine_continuanceSilo14;Determine the Continuance of the Pickup
trs_entrytr14;Enter the port
trs_entrytr17;Enter the port
trs_entrytr24;Enter the port
assign_trs_Pcp10;Assign Truck
weigh_empty_trucktr23;Weigh the Empty Truck
assign_trs_Pcp10;Assign Truck
weigh_empty_trucktr14;Weigh the Empty Truck
load_trucktr3;Load Truck
trs_entrytr39;Enter the port
weigh_empty_trucktr24;Weigh the Empty Truck
check_abnormalitytr23;Check Empty Truck Weight Abnormality
check_abnormalitytr14;Check Empty Truck Weight Abnormality
weigh_empty_trucktr17;Weigh the Empty Truck
check_abnormalitytr24;Check Empty Truck Weight Abnormality
weigh_empty_trucktr39;Weigh the Empty Truck
check_abnormalitytr17;Check Empty Truck Weight Abnormality
check_abnormalitytr39;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr27;Weigh the Loaded Truck
weigh_loaded_trucktr32;Weigh the Loaded Truck
assign_trs_Pcp7;Assign Truck
weigh_loaded_trucktr50;Weigh the Loaded Truck
trs_entrytr8;Enter the port
input_tally_sheettr27;Input the Tally Sheet
print_w_tickettr27;Print the Weighing Ticket
trs_entrytr46;Enter the port
input_tally_sheettr50;Input the Tally Sheet
print_w_tickettr50;Print the Weighing Ticket
assign_trs_Pcp5;Assign Truck
input_tally_sheettr32;Input the Tally Sheet
print_w_tickettr32;Print the Weighing Ticket
arrive_at_Silo11;Arrive at the Silo
weigh_empty_trucktr46;Weigh the Empty Truck
weigh_empty_trucktr8;Weigh the Empty Truck
eval_trs_exittr50_Pcp7;Evaluate the Truck Exit
trs_entrytr5;Enter the port
trs_entrytr36;Enter the port
trs_entrytr16;Enter the port
weigh_empty_trucktr36;Weigh the Empty Truck
arrive_at_Silo19;Arrive at the Silo
weigh_empty_trucktr5;Weigh the Empty Truck
weigh_empty_trucktr16;Weigh the Empty Truck
check_abnormalitytr36;Check Empty Truck Weight Abnormality
fail_weightr24;Fail to Weigh
eval_trs_exittr27_Pcp1;Evaluate the Truck Exit
trs_entrytr20;Enter the port
determine_continuanceSilo19;Determine the Continuance of the Pickup
arrive_at_Silo11;Arrive at the Silo
determine_continuanceSilo11;Determine the Continuance of the Pickup
eval_trs_exittr32_Pcp3;Evaluate the Truck Exit
check_abnormalitytr8;Check Empty Truck Weight Abnormality
trs_entrytr29;Enter the port
arrive_at_Silo4;Arrive at the Silo
check_abnormalitytr5;Check Empty Truck Weight Abnormality
assign_trs_Pcp2;Assign Truck
assign_trs_Pcp1;Assign Truck
fail_weightr39;Fail to Weigh
fail_weightr8;Fail to Weigh
trs_entrytr21;Enter the port
assign_trs_Pcp1;Assign Truck
check_abnormalitytr16;Check Empty Truck Weight Abnormality
load_trucktr17;Load Truck
weigh_loaded_trucktr4;Weigh the Loaded Truck
determine_continuanceSilo4;Determine the Continuance of the Pickup
check_abnormalitytr46;Check Empty Truck Weight Abnormality
weigh_empty_trucktr29;Weigh the Empty Truck
load_trucktr48;Load Truck
trs_entrytr43;Enter the port
determine_continuanceSilo11;Determine the Continuance of the Pickup
weigh_empty_trucktr20;Weigh the Empty Truck
load_trucktr14;Load Truck
weigh_empty_trucktr43;Weigh the Empty Truck
trs_entrytr25;Enter the port
check_abnormalitytr43;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr38;Weigh the Loaded Truck
check_abnormalitytr20;Check Empty Truck Weight Abnormality
weigh_empty_trucktr25;Weigh the Empty Truck
trs_entrytr47;Enter the port
weigh_empty_trucktr21;Weigh the Empty Truck
trs_entrytr49;Enter the port
fail_weightr5;Fail to Weigh
load_trucktr23;Load Truck
fail_weightr16;Fail to Weigh
assign_trs_Pcp7;Assign Truck
assign_trs_Pcp3;Assign Truck
trs_entrytr7;Enter the port
assign_trs_Pcp10;Assign Truck
assign_trs_Pcp8;Assign Truck
check_abnormalitytr29;Check Empty Truck Weight Abnormality
arrive_at_Silo3;Arrive at the Silo
assign_trs_Pcp8;Assign Truck
weigh_empty_trucktr47;Weigh the Empty Truck
check_abnormalitytr21;Check Empty Truck Weight Abnormality
weigh_empty_trucktr49;Weigh the Empty Truck
check_abnormalitytr25;Check Empty Truck Weight Abnormality
input_tally_sheettr4;Input the Tally Sheet
print_w_tickettr4;Print the Weighing Ticket
assign_trs_Pcp4;Assign Truck
trs_entrytr13;Enter the port
fail_weightr20;Fail to Weigh
print_w_tickettr38;Print the Weighing Ticket
input_tally_sheettr38;Input the Tally Sheet
assign_trs_Pcp1;Assign Truck
assign_trs_Pcp3;Assign Truck
weigh_empty_trucktr7;Weigh the Empty Truck
arrive_at_Silo3;Arrive at the Silo
check_abnormalitytr47;Check Empty Truck Weight Abnormality
eval_trs_exittr4_Pcp7;Evaluate the Truck Exit
check_abnormalitytr7;Check Empty Truck Weight Abnormality
weigh_empty_trucktr13;Weigh the Empty Truck
arrive_at_Silo1;Arrive at the Silo
check_abnormalitytr49;Check Empty Truck Weight Abnormality
determine_continuanceSilo3;Determine the Continuance of the Pickup
eval_trs_exittr38_Pcp1;Evaluate the Truck Exit
check_abnormalitytr13;Check Empty Truck Weight Abnormality
load_trucktr36;Load Truck
fail_weightr25;Fail to Weigh
determine_continuanceSilo3;Determine the Continuance of the Pickup
load_trucktr43;Load Truck
trs_entrytr18;Enter the port
arrive_at_Silo14;Arrive at the Silo
determine_continuanceSilo1;Determine the Continuance of the Pickup
fail_weightr29;Fail to Weigh
load_trucktr46;Load Truck
fail_weightr47;Fail to Weigh
fail_weightr49;Fail to Weigh
assign_trs_Pcp10;Assign Truck
assign_trs_Pcp7;Assign Truck
weigh_empty_trucktr18;Weigh the Empty Truck
assign_trs_Pcp10;Assign Truck
assign_trs_Pcp10;Assign Truck
determine_continuanceSilo14;Determine the Continuance of the Pickup
load_trucktr21;Load Truck
assign_trs_Pcp8;Assign Truck
trs_entrytr1;Enter the port
arrive_at_Silo7;Arrive at the Silo
weigh_empty_trucktr1;Weigh the Empty Truck
check_abnormalitytr18;Check Empty Truck Weight Abnormality
arrive_at_Silo9;Arrive at the Silo
assign_trs_Pcp2;Assign Truck
trs_entrytr26;Enter the port
weigh_empty_trucktr26;Weigh the Empty Truck
trs_entrytr11;Enter the port
trs_entrytr15;Enter the port
determine_continuanceSilo7;Determine the Continuance of the Pickup
load_trucktr7;Load Truck
check_abnormalitytr26;Check Empty Truck Weight Abnormality
check_abnormalitytr1;Check Empty Truck Weight Abnormality
trs_entrytr10;Enter the port
determine_continuanceSilo9;Determine the Continuance of the Pickup
assign_trs_Pcp2;Assign Truck
fail_weightr18;Fail to Weigh
assign_trs_Pcp2;Assign Truck
assign_trs_Pcp10;Assign Truck
weigh_empty_trucktr15;Weigh the Empty Truck
weigh_empty_trucktr11;Weigh the Empty Truck
load_trucktr13;Load Truck
fail_weightr1;Fail to Weigh
weigh_loaded_trucktr45;Weigh the Loaded Truck
assign_trs_Pcp1;Assign Truck
weigh_empty_trucktr10;Weigh the Empty Truck
trs_entrytr16;Enter the port
weigh_empty_trucktr16;Weigh the Empty Truck
check_abnormalitytr16;Check Empty Truck Weight Abnormality
trs_entrytr19;Enter the port
check_abnormalitytr15;Check Empty Truck Weight Abnormality
check_abnormalitytr10;Check Empty Truck Weight Abnormality
check_abnormalitytr11;Check Empty Truck Weight Abnormality
trs_entrytr33;Enter the port
trs_entrytr50;Enter the port
weigh_empty_trucktr33;Weigh the Empty Truck
arrive_at_Silo1;Arrive at the Silo
check_abnormalitytr33;Check Empty Truck Weight Abnormality
weigh_empty_trucktr50;Weigh the Empty Truck
determine_continuanceSilo1;Determine the Continuance of the Pickup
fail_weightr11;Fail to Weigh
check_abnormalitytr50;Check Empty Truck Weight Abnormality
load_trucktr26;Load Truck
weigh_loaded_trucktr30;Weigh the Loaded Truck
assign_trs_Pcp8;Assign Truck
fail_weightr15;Fail to Weigh
weigh_loaded_trucktr23;Weigh the Loaded Truck
weigh_empty_trucktr19;Weigh the Empty Truck
trs_entrytr39;Enter the port
assign_trs_Pcp4;Assign Truck
print_w_tickettr45;Print the Weighing Ticket
input_tally_sheettr45;Input the Tally Sheet
trs_entrytr28;Enter the port
fail_weightr10;Fail to Weigh
trs_entrytr42;Enter the port
check_abnormalitytr19;Check Empty Truck Weight Abnormality
input_tally_sheettr23;Input the Tally Sheet
print_w_tickettr23;Print the Weighing Ticket
weigh_empty_trucktr39;Weigh the Empty Truck
weigh_empty_trucktr42;Weigh the Empty Truck
weigh_empty_trucktr28;Weigh the Empty Truck
eval_trs_exittr45_Pcp7;Evaluate the Truck Exit
fail_weightr33;Fail to Weigh
check_abnormalitytr42;Check Empty Truck Weight Abnormality
trs_entrytr38;Enter the port
fail_weightr16;Fail to Weigh
eval_trs_exittr23_Pcp5;Evaluate the Truck Exit
input_tally_sheettr30;Input the Tally Sheet
print_w_tickettr30;Print the Weighing Ticket
trs_entrytr35;Enter the port
check_abnormalitytr39;Check Empty Truck Weight Abnormality
arrive_at_Silo1;Arrive at the Silo
weigh_empty_trucktr35;Weigh the Empty Truck
weigh_empty_trucktr38;Weigh the Empty Truck
fail_weightr19;Fail to Weigh
trs_entrytr6;Enter the port
weigh_loaded_trucktr22;Weigh the Loaded Truck
eval_trs_exittr30_Pcp7;Evaluate the Truck Exit
check_abnormalitytr28;Check Empty Truck Weight Abnormality
trs_entrytr20;Enter the port
determine_continuanceSilo1;Determine the Continuance of the Pickup
weigh_empty_trucktr6;Weigh the Empty Truck
load_trucktr50;Load Truck
check_abnormalitytr38;Check Empty Truck Weight Abnormality
assign_trs_Pcp5;Assign Truck
arrive_at_Silo3;Arrive at the Silo
trs_entrytr49;Enter the port
weigh_empty_trucktr49;Weigh the Empty Truck
assign_trs_Pcp4;Assign Truck
weigh_empty_trucktr20;Weigh the Empty Truck
check_abnormalitytr35;Check Empty Truck Weight Abnormality
check_abnormalitytr6;Check Empty Truck Weight Abnormality
print_w_tickettr22;Print the Weighing Ticket
input_tally_sheettr22;Input the Tally Sheet
arrive_at_Silo1;Arrive at the Silo
assign_trs_Pcp10;Assign Truck
trs_entrytr24;Enter the port
trs_entrytr47;Enter the port
fail_weightr38;Fail to Weigh
determine_continuanceSilo3;Determine the Continuance of the Pickup
load_trucktr42;Load Truck
arrive_at_Silo11;Arrive at the Silo
trs_entrytr25;Enter the port
trs_entrytr4;Enter the port
determine_continuanceSilo11;Determine the Continuance of the Pickup
weigh_loaded_trucktr21;Weigh the Loaded Truck
check_abnormalitytr20;Check Empty Truck Weight Abnormality
weigh_empty_trucktr4;Weigh the Empty Truck
check_abnormalitytr49;Check Empty Truck Weight Abnormality
load_trucktr28;Load Truck
weigh_empty_trucktr25;Weigh the Empty Truck
check_abnormalitytr25;Check Empty Truck Weight Abnormality
determine_continuanceSilo1;Determine the Continuance of the Pickup
assign_trs_Pcp2;Assign Truck
assign_trs_Pcp2;Assign Truck
eval_trs_exittr22_Pcp1;Evaluate the Truck Exit
weigh_empty_trucktr47;Weigh the Empty Truck
weigh_empty_trucktr24;Weigh the Empty Truck
print_w_tickettr21;Print the Weighing Ticket
input_tally_sheettr21;Input the Tally Sheet
fail_weightr6;Fail to Weigh
check_abnormalitytr24;Check Empty Truck Weight Abnormality
eval_trs_exittr21_Pcp8;Evaluate the Truck Exit
assign_trs_Pcp7;Assign Truck
assign_trs_Pcp5;Assign Truck
fail_weightr35;Fail to Weigh
weigh_loaded_trucktr40;Weigh the Loaded Truck
assign_trs_Pcp7;Assign Truck
check_abnormalitytr47;Check Empty Truck Weight Abnormality
check_abnormalitytr4;Check Empty Truck Weight Abnormality
fail_weightr24;Fail to Weigh
fail_weightr20;Fail to Weigh
load_trucktr39;Load Truck
print_w_tickettr40;Print the Weighing Ticket
input_tally_sheettr40;Input the Tally Sheet
assign_trs_Pcp4;Assign Truck
fail_weightr47;Fail to Weigh
fail_weightr25;Fail to Weigh
trs_entrytr29;Enter the port
assign_trs_Pcp2;Assign Truck
weigh_empty_trucktr29;Weigh the Empty Truck
trs_entrytr37;Enter the port
weigh_empty_trucktr37;Weigh the Empty Truck
trs_entrytr34;Enter the port
check_abnormalitytr29;Check Empty Truck Weight Abnormality
weigh_empty_trucktr34;Weigh the Empty Truck
eval_trs_exittr40_Pcp1;Evaluate the Truck Exit
arrive_at_Silo3;Arrive at the Silo
weigh_loaded_trucktr46;Weigh the Loaded Truck
assign_trs_Pcp7;Assign Truck
trs_entrytr8;Enter the port
assign_trs_Pcp7;Assign Truck
weigh_empty_trucktr8;Weigh the Empty Truck
check_abnormalitytr8;Check Empty Truck Weight Abnormality
determine_continuanceSilo3;Determine the Continuance of the Pickup
print_w_tickettr46;Print the Weighing Ticket
input_tally_sheettr46;Input the Tally Sheet
assign_trs_Pcp8;Assign Truck
load_trucktr49;Load Truck
check_abnormalitytr37;Check Empty Truck Weight Abnormality
check_abnormalitytr34;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr43;Weigh the Loaded Truck
assign_trs_Pcp10;Assign Truck
print_w_tickettr43;Print the Weighing Ticket
input_tally_sheettr43;Input the Tally Sheet
fail_weightr29;Fail to Weigh
weigh_loaded_trucktr41;Weigh the Loaded Truck
assign_trs_Pcp2;Assign Truck
trs_entrytr9;Enter the port
fail_weightr8;Fail to Weigh
weigh_empty_trucktr9;Weigh the Empty Truck
eval_trs_exittr43_Pcp1;Evaluate the Truck Exit
check_abnormalitytr9;Check Empty Truck Weight Abnormality
arrive_at_Silo11;Arrive at the Silo
assign_trs_Pcp7;Assign Truck
eval_trs_exittr46_Pcp10;Evaluate the Truck Exit
print_w_tickettr41;Print the Weighing Ticket
input_tally_sheettr41;Input the Tally Sheet
assign_trs_Pcp2;Assign Truck
weigh_loaded_trucktr44;Weigh the Loaded Truck
assign_trs_Pcp8;Assign Truck
weigh_loaded_trucktr2;Weigh the Loaded Truck
fail_weightr37;Fail to Weigh
fail_weightr34;Fail to Weigh
determine_continuanceSilo11;Determine the Continuance of the Pickup
trs_entrytr15;Enter the port
trs_entrytr27;Enter the port
eval_trs_exittr41_Pcp1;Evaluate the Truck Exit
load_trucktr4;Load Truck
print_w_tickettr44;Print the Weighing Ticket
input_tally_sheettr44;Input the Tally Sheet
weigh_loaded_trucktr31;Weigh the Loaded Truck
assign_trs_Pcp7;Assign Truck
trs_entrytr38;Enter the port
fail_weightr9;Fail to Weigh
weigh_empty_trucktr15;Weigh the Empty Truck
weigh_empty_trucktr27;Weigh the Empty Truck
trs_entrytr30;Enter the port
input_tally_sheettr2;Input the Tally Sheet
